Enkmitas	Du wolltest gerade auf die Internetseite deines Online-Banking zugreifen. Du zögerst für einen kurzen Moment, weil dir die URL entfallen ist. Deine Finger schweben über den Tasten.	{'neg': 0.154, 'neu': 0.846, 'pos': 0.0, 'compound': -0.4588}	neutral
Mege	Du hast auf der Arbeit eine Übersichtstabelle mit den Aufgaben aller Mitarbeiter. Du siehst, dass ein*e Kolleg*in eingetragen hat, dass er*sie alle seine*ihre Aufgaben für heute erledigt hat.	{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}	neutral
Weforshank	An der Bushaltestelle hält eine Person ein Baby auf dem Arm und wiegt es hin und her. Das Baby ist ganz ruhig.	{'neg': 0.101, 'neu': 0.78, 'pos': 0.119, 'compound': 0.101}	neutral
Plüpp	Du liest ein Buch auf Englisch. Du merkst, dass du viel länger für eine Seite brauchst als bei Büchern auf Deutsch.	{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}	neutral
Skibt	Ein*e Kollegen*in erzählt, dass er*sie hungrig ist. Nachdem von Essen die Rede war, merkst du, dass du auch Lust hättest, etwas zu essen.	{'neg': 0.0, 'neu': 0.884, 'pos': 0.116, 'compound': 0.3612}	neutral
Namistell	Du findest zufällig beim Hausputz ein altes Buch unter der Kommode. Du weißt nicht, wie es dahin gekommen ist und stellst es ins Bücherregal. 	{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}	neutral
Struk	Du sitzt in der Flughafenhalle vor der großen Anzeigetafel. Sobald dein Flug angezeigt wird, willst du durch die Sicherheitskontrolle gehen.	{'neg': 0.0, 'neu': 0.866, 'pos': 0.134, 'compound': 0.4019}	neutral
Mölauzegt	Du probierst dein selbstgekochtes Essen. Du überlegst, wie es dir schmeckt und was du hättest besser machen können.	{'neg': 0.0, 'neu': 0.759, 'pos': 0.241, 'compound': 0.6597}	emotional
Bingsemöl	Du übst am Herd das Pfannkuchenwenden ohne Pfannenwender. Du hast den Bogen raus und wiederholst es einige Male, damit es beim nächsten Mal auf Anhieb klappt.	{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}	neutral
Iberletsch	Du sitzt im Restaurant und würdest gerne noch etwas bestellen. Du würdest gern die Bedienung antippen, wenn er*sie vorbei läuft, um auf dich aufmerksam zu machen.	{'neg': 0.0, 'neu': 0.844, 'pos': 0.156, 'compound': 0.6124}	emotional
Troff	Du entscheidest dich, heute früher als sonst Feierabend zu machen. Das bedeutet, dass du morgen länger arbeiten musst, um auf deine Stunden zu kommen.	{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}	neutral
Odef	Du hast damals dein Studium begonnen mit einem festen Karriereweg im Blick. 10 Jahre später hast du genau den Job, den du eingeplant hattest.	{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}	neutral
Faube	Du stehst in der Schlange an der Kasse im Supermarkt und hast nur zwei Teile. Du hast kurz Blickkontakt mit der Person vor dir, als sie ihre Einkäufe auf das Band legt. Möglicherweise lässt sie dich vor, weil du nur zwei Teile hast.	{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}	neutral
Wunicher	Du teilst dir einen Arbeitsplatz mit zwei Personen. Ihr sprecht eure Arbeitszeiten so ab, dass ihr euch nicht in die Quere kommt.	{'neg': 0.0, 'neu': 0.905, 'pos': 0.095, 'compound': 0.296}	neutral
Bisknirgo	Du liegst auf deinem Bett und schaust an die Decke. Du hast nichts zu tun und es ist keiner da.	{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}	neutral
Ferandsor	Die Kollegen*innen planen, nach Feierabend in eine Kneipe zu gehen. Du machst die Tür zu deinem Büro zu, weil du nicht dazu eingeladen werden willst.	{'neg': 0.053, 'neu': 0.947, 'pos': 0.0, 'compound': -0.0572}	neutral
Vul	Du hast frühzeitig angefangen, an deiner Hausarbeit zu schreiben. Du kommst an einen Punkt, an dem du Informationen brauchst, die ihr erst nächste Woche besprecht.	{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}	neutral
Neif	Du wurdest gebeten, ein Logo für einen Verein bei dir um die Ecke zu erstellen. Du nutzt deine Fähigkeiten in einem Computerprogramm, um mehrere Entwürfe zu erstellen.	{'neg': 0.0, 'neu': 0.846, 'pos': 0.154, 'compound': 0.4939}	neutral
Zimerhubst	Du bist gestern Abend erst spät ins Bett gegangen, weil du noch eine Folge deiner Serie gucken wolltest. Jetzt brauchst du etwas Zeit, um wirklich wach zu werden. Deine Augenlider sind schwer.	{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}	neutral
Zwelde	Du bist heute morgen aufgewacht und konntest dich ungewöhnlich gut an deinen Traum erinnern. Du lässt den Traum Revue passieren.	{'neg': 0.0, 'neu': 0.652, 'pos': 0.348, 'compound': 0.659}	emotional
Herklögen	Nach Feierabend wartet dein*e Partner*in zu Hause auf dich. Ihr fangt nach dem Abendessen gemeinsam eine neue Serie an.	{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}	neutral
Preier	Dein Handy hat eine verringerte Akkulaufzeit. Du erzählst deinem Bruder davon und er bietet dir sein altes Handy an. Du nimmst es nicht an, damit er es verkaufen kann.	{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}	neutral
Muschürdur	Du bist auf der Arbeit an deinem Computer, als deine Armbeuge ohne ersichtlichen Grund anfängt zu jucken. Du wunderst dich wieso, aber arbeitest einfach weiter.	{'neg': 0.062, 'neu': 0.938, 'pos': 0.0, 'compound': -0.1531}	neutral
Ismiprämpf	Du hast Druckerpatronen bestellt, die heute kommen sollen. Du willst den*die Paketboten*in nicht verpassen und gehst deswegen regelmäßig zum Fenster, um nachzuschauen, ob der Lieferwagen schon auf deiner Straße steht. 	{'neg': 0.032, 'neu': 0.929, 'pos': 0.038, 'compound': 0.0572}	neutral
Glühm	Du bist gerade dabei, ein Buch zu lesen, als es an der Tür klingelt. Du bist dir sicher, dass es die Post ist. Du reagierst nicht, weil du weißt, dass dein*e Mitbewohner*in gerade sowieso im Flur ist.	{'neg': 0.0, 'neu': 0.922, 'pos': 0.078, 'compound': 0.3182}	neutral
Rugliebast	Du möchtest eine Geburtstagskarte schreiben. Du überlegst dir vorher im Kopf einen Text, damit du nichts durchstreichen musst.	{'neg': 0.0, 'neu': 0.944, 'pos': 0.056, 'compound': 0.0772}	neutral
Wumeizauch	Du sitzt in der Bibliothek und schreibst Notizen auf deine Lernblätter. Die Person, die dir gegenüber sitzt, empfiehlt dir flüsternd, mit Kugelschreiber statt mit Füller zu schreiben, weil das nicht verwische.	{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}	neutral
Häugnung	Du siehst dir einen Film auf Netflix an. Der Hauptdarsteller besucht seine Eltern. Du denkst, dass du deine Eltern auch mal wieder anrufen solltest, weil du sie seit zwei Wochen nicht gesprochen hast.	{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}	neutral
Wupforau	Du lernst im Flur die Familie kennen, die gerade in die Wohnung neben dir eingezogen ist. Ihr unterhaltet euch kurz. Sie werden dich vielleicht als Babysitter engagieren.	{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}	neutral
Bismirbiel	Du hast 10 Gramm zu viel Mehl für einen Kuchen abgewogen. Du nimmst mit einer Kelle Mehl aus der Schüssel und hast auf einmal 50 Gramm zu wenig.	{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}	neutral
Enkmitas	Du rufst bei deiner Mutter an. Während des Gesprächs möchtest du dich nach ihrem*r älteren Nachbarn*in erkundigen, aber du hast kurz den Namen vergessen.	{'neg': 0.104, 'neu': 0.844, 'pos': 0.051, 'compound': -0.296}	neutral
Mege	Du hast zwei Mitbewohner*innen und ihr benutzt einen Putzplan, damit die Aufgaben klar verteilt sind. Als du nach Hause kommst, bemerkst du, dass deine Mitbewohner*innen alle ihre Aufgaben für heute erledigt haben.	{'neg': 0.0, 'neu': 0.922, 'pos': 0.078, 'compound': 0.4019}	neutral
Weforshank	Du unterhältst dich mit einem*r Bekannten auf der Straße. Er*sie hat seinen*ihren kleinen Sohn dabei, der sich die ganze Zeit an seine*ihre Beine drückt.	{'neg': 0.0, 'neu': 0.887, 'pos': 0.113, 'compound': 0.4215}	neutral
Plüpp	Du hast dich während der Mittagspause mit einem*r Kollegen*in auf Englisch unterhalten. Die Mittagspause war dadurch nicht so erholsam.	{'neg': 0.163, 'neu': 0.837, 'pos': 0.0, 'compound': -0.5116}	neutral
Skibt	Deine Schwester erzählt dir von einer Spinne in ihrer Wohnung. Du findest Spinnen an sich nicht schlimm, aber du teilst ihre Abwehrhaltung in dem Moment.	{'neg': 0.144, 'neu': 0.75, 'pos': 0.105, 'compound': -0.0129}	neutral
Namistell	Du holst deine Winterjacke aus dem Schrank. In einem Ärmel steckt ein Schal, den du schon vergessen hattest.	{'neg': 0.095, 'neu': 0.905, 'pos': 0.0, 'compound': -0.2263}	neutral
Struk	Du hast für 9 Uhr morgens ein Taxi bestellt, das dich abholt, um dich zum Flughafen zu bringen. Du bist bereit, aber musst noch eine halbe Stunde warten.	{'neg': 0.0, 'neu': 0.935, 'pos': 0.065, 'compound': 0.1901}	neutral
Mölauzegt	Du lässt deinen gestrigen Vortrag auf der Arbeit Revue passieren und überlegst, ob du alle wichtigen Punkte genannt hast.	{'neg': 0.0, 'neu': 0.893, 'pos': 0.107, 'compound': 0.2023}	neutral
Bingsemöl	Du versuchst, ein Muster in den Milchschaum deines Milchkaffees zu machen. Du übst es jeden Morgen, damit man das Muster besser erkennen kann.	{'neg': 0.0, 'neu': 0.899, 'pos': 0.101, 'compound': 0.4215}	neutral
Iberletsch	Du tauschst dich mit einem*r Bekannten über ein politisches Thema aus. Zwischendurch würdest du ihm*ihr gerne auf die Schulter klopfen, wenn ihr euch einig seid.	{'neg': 0.0, 'neu': 0.808, 'pos': 0.192, 'compound': 0.6124}	emotional
Troff	Du schaust heute lieber Netflix als zu lernen. Dir ist klar, dass du dann entweder morgen eine Nachtschicht machen musst oder nicht den ganzen Stoff schaffst. 	{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}	neutral
Odef	Du hast vor einem halben Jahr beschlossen, 5 kg abzunehmen. Du bist einem Ernährungplan gefolgt und hast heute zum Stichtag ziemlich genau 5 kg abgenommen.	{'neg': 0.208, 'neu': 0.792, 'pos': 0.0, 'compound': -0.6124}	emotional
Faube	Du sitzt im Wartezimmer beim Arzt und hattest vor 30 Minuten einen Termin. Du versuchst Blickkontakt mit dem*der Rezeptionisten*in aufzunehmen, damit er*sie dich fragt, ob du schon dran warst.	{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}	neutral
Wunicher	Du bist im Supermarkt und siehst, dass die langsamste Kassiererin an Kasse 2 sitzt. Du stellst dich bei einer anderen Kasse an, weil es dort schneller geht.	{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}	neutral
Bisknirgo	Du sitzt an deinem Küchentisch und schaust aus dem Fenster. Die Bauarbeiter*innen draußen haben Pause und es ist ruhig.	{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}	neutral
Ferandsor	Dein Bruder hat dich gefragt, ob du mit ihm ein Spiel spielen möchtest. Du warst den ganzen Tag unterwegs und lehnst ab, um deine Ruhe zu haben.	{'neg': 0.088, 'neu': 0.677, 'pos': 0.235, 'compound': 0.5719}	emotional
Vul	Du musst dich zwischen zwei Jobangeboten entscheiden. Du merkst auf deiner Pro/Contra-Liste, dass von einem Unternehmen noch wichtige Informationen fehlen, um eine Entscheidung zu treffen.	{'neg': 0.079, 'neu': 0.857, 'pos': 0.064, 'compound': -0.1027}	neutral
Neif	Auf der Arbeit soll Zeit gespart werden, indem ein häufig auftretendes Computerproblem erklärt wird. Du nutzt deine Erfahrung und erstellst eine ausführliche, kleinschrittige Anleitung für alle Mitarbeiter*innen.	{'neg': 0.1, 'neu': 0.704, 'pos': 0.196, 'compound': 0.3818}	neutral
Zimerhubst	Du bist gestern Abend länger wach geblieben als sonst, weil du noch telefoniert hast. Du bist irgendwie träge und kaufst dir auf dem Weg zur Arbeit einen Energydrink.	{'neg': 0.09, 'neu': 0.846, 'pos': 0.063, 'compound': -0.2247}	neutral
Zwelde	Du wachst morgens auf und weißt kurz nicht, wo du bist. Du hast geträumt, du wärst bei deinen Eltern, bist aber in deiner eigenen Wohnung.	{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}	neutral
Herklögen	Du besuchst eine*n Freund*in. Ihr trinkt gemeinsam Kaffee und geht eine Runde spazieren. Ihr unterhaltet euch über dies und das.	{'neg': 0.0, 'neu': 0.842, 'pos': 0.158, 'compound': 0.4939}	neutral
Preier	Deine Arbeitskollegen*innen fragen dich, ob du mit ihnen beim Imbiss um die Ecke zu Mittag essen möchtest. Du lehnst ab, weil du dir etwas zu Essen von zu Hause mitgebracht hast.	{'neg': 0.0, 'neu': 0.921, 'pos': 0.079, 'compound': 0.3612}	neutral
Muschürdur	Nach einem Telefonat bemerkst du ein Grummeln in deinem Bauch. Du hast eigentlich nichts Falsches gegessen. Du versuchst dich abzulenken und machst dir einen Tee.	{'neg': 0.187, 'neu': 0.813, 'pos': 0.0, 'compound': -0.6486}	emotional
Ismiprämpf	Du hast vor einer halben Stunde online Essen bestellt. Deine Klingel ist kaputt, deswegen prüfst du regelmäßig in der App deines Handys, wo die Lieferung gerade ist, um rechtzeitig nach draußen zu gehen.	{'neg': 0.088, 'neu': 0.912, 'pos': 0.0, 'compound': -0.4767}	neutral
Glühm	Du sitzt am Küchentisch und isst etwas, als es klingelt. Du erwartest niemanden, vermutlich waren es die Nachbarskinder. Du bleibst ruhig sitzen und wartest, ob es nochmal klingelt.	{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}	neutral
Rugliebast	Du gehst zum Bäcker. Während du in der Schlange stehst, überlegst du schon mal, was du haben möchtest und rechnest den Preis aus, damit es gleich schnell geht. 	{'neg': 0.0, 'neu': 0.951, 'pos': 0.049, 'compound': 0.0772}	neutral
Wumeizauch	Du sitzt an deinem Arbeitsplatz und überlegst, wie du vorgehen sollst. Dein*e Kollege*in kommt vorbei und sagt dir, was er*sie tun würde, weil er*sie das selbe Problem schon mal hatte.	{'neg': 0.088, 'neu': 0.912, 'pos': 0.0, 'compound': -0.4019}	neutral
Häugnung	Du bist auf einer Feier und siehst, wie ein*e Bekannte*r neue Leute kennenlernt. Du beschließt, dich auch etwas mehr unter die Leute zu mischen, um neue Bekanntschaften zu machen.	{'neg': 0.0, 'neu': 0.899, 'pos': 0.101, 'compound': 0.4019}	neutral
Wupforau	Du lernst auf der Arbeit deine*n neue*n Kollegen*in kennen. Eure Büros sind nebeneinander und du gehst davon aus, dass ihr euch in Zukunft öfter auf dem Flur begegnen werdet.	{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}	neutral
Bismirbiel	Du bekommst eine Benachrichtigung, dass dein E-Mail-Postfach zu 80% voll ist. Du beginnst umgehend, Mails zu löschen und auszusortieren, bis das Postfach nur noch zu 15% gefüllt ist.	{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}	neutral
Enkmitas	Du schreibst gerade deinen Einkaufszettel. Du weißt, dass du noch ein bestimmtes Gemüse für deinen Auflauf brauchst, aber dir ist der Name entfallen.	{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}	neutral
Mege	Du gehst mit deinem*r Partner*in einkaufen. Ihr habt eine lange Einkaufsliste und teilt sie auf. An der Kasse siehst du, dass alles, was ihr brauchst, im Einkaufswagen ist. 	{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}	neutral
Weforshank	Du siehst im Park in der Nähe eine Familie mit zwei Kindern. Die Kinder laufen um die Eltern herum, halten aber immer wieder die Hand eines Elternteils.	{'neg': 0.0, 'neu': 0.837, 'pos': 0.163, 'compound': 0.6486}	emotional
Plüpp	Du hältst eine Präsentation auf Englisch. Du musst dich viel mehr konzentrieren, was du sagst, als wenn du Präsentationen auf Deutsch hältst.	{'neg': 0.0, 'neu': 0.902, 'pos': 0.098, 'compound': 0.34}	neutral
Skibt	Du bemerkst, dass die Person, die neben dir auf der Party sitzt, leicht angetrunken ist. Dir fällt bei diesem Anblick auf, dass du auch angeheitert bist.	{'neg': 0.076, 'neu': 0.827, 'pos': 0.097, 'compound': 0.1513}	neutral
Namistell	Du spazierst durch die Nachbarschaft und entdeckst einen kleinen Supermarkt. Er ist direkt bei dir um die Ecke. 	{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}	neutral
Struk	Du stehst mit gepacktem Rucksack am Bahnhof. Dein Zug kommt erst in 45min, aber du wolltest etwas Puffer haben, um in Ruhe einen Kaffee zu trinken.	{'neg': 0.0, 'neu': 0.84, 'pos': 0.16, 'compound': 0.6956}	emotional
Mölauzegt	Du hast dich für einen Abend mit Freunden schick gemacht. Du überlegst, ob es angemessen ist oder du dich nochmal umziehen sollst.	{'neg': 0.0, 'neu': 0.871, 'pos': 0.129, 'compound': 0.4767}	neutral
Bingsemöl	Du hast gesehen, dass ein*e Freund*in seine*ihre Schnürsenkel anders bindet als du. Du versuchst es mal auf seine*ihre Art und übst es ein paar Mal, damit die Schnürung fest genug ist.	{'neg': 0.0, 'neu': 0.894, 'pos': 0.106, 'compound': 0.4939}	neutral
Iberletsch	Du wolltest einem*r Freund*in ein High Five geben. Er*sie hat das nicht gesehen und du überlegst, nach seiner*ihrer Hand zu greifen, um abzuschlagen.	{'neg': 0.0, 'neu': 0.687, 'pos': 0.313, 'compound': 0.802}	emotional
Troff	Du entscheidest dich dafür, mit dem Auto statt dem Fahrrad zur Arbeit zu fahren. Das heißt natürlich, dass du heute Abend kein Feierabendbier mit den Kollegen*innen trinken kannst.	{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}	neutral
Odef	Du hast dir eine neue elektrische Zahnbürste gelauft, um Plaque zu reduzieren. Beim Vorsorgetermin heute sagt dir dein*e Zahnarzt*ärztin, dass du weniger Plaque hast.	{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}	neutral
Faube	Du gehst auf der Einkaufsstraße an einem Infostand einer politischen Partei vorbei. Du schaust auf den Boden, damit sich aus einem zufälligen Blickkontakt kein Gespräch entwickeln kann.	{'neg': 0.0, 'neu': 0.822, 'pos': 0.178, 'compound': 0.5829}	emotional
Wunicher	Du hörst, dass deine Nachbarn im Hausflur sind. Du wartest, bis sie weg sind, um rauszugehen. Du hast heute keine Zeit für eine Unterhaltung.	{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}	neutral
Bisknirgo	Du sitzt draußen auf einer Parkbank und schließt die Augen. Du hast heute keine Termine mehr und bleibst eine Weile sitzen. 	{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}	neutral
Ferandsor	Ein*e Freund*in schreibt dir eine Nachricht, ob du mit essen gehen möchtest. Du antwortest nicht, weil du den Abend auf der Couch verbringen möchtest.	{'neg': 0.0, 'neu': 0.774, 'pos': 0.226, 'compound': 0.7184}	emotional
Vul	Du musst ein Wichtelgeschenk für eine*n Arbeitskollegen*in besorgen. Du kennst ihn*sie nicht so gut und überlegst, ob du eine*n anderen Kollegen*in nach seinen Vorlieben fragen sollst.	{'neg': 0.0, 'neu': 0.833, 'pos': 0.167, 'compound': 0.6124}	emotional
Neif	Du hast dir gedacht, dass es praktisch wäre, Stauraum unter dem Bett zu haben. Du nutzt Holz aus dem Keller und dein Werkzeug, um selbst ein Schubladenelement zu bauen.	{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}	neutral
Zimerhubst	Du warst gestern Nacht auf einer Party und erst spät zu Hause. Heute bist du langsamer als üblich und brauchst für alles etwas länger.	{'neg': 0.0, 'neu': 0.899, 'pos': 0.101, 'compound': 0.4019}	neutral
Zwelde	Du wachst morgens auf, nachdem du geträumt hast, dass alle Leute Flugzeuge statt Autos besitzen. Du kannst dich gut an deinen Traum erinnern.	{'neg': 0.0, 'neu': 0.823, 'pos': 0.177, 'compound': 0.4767}	neutral
Herklögen	Du bist auf der Arbeit und machst dir einen Kaffee. Dein*e Kollege*in kommt in die Küche und macht sich auch einen Kaffee. Ihr unterhaltet euch kurz während eurer Pause.	{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}	neutral
Preier	Nach einem Besuch bei einer*m Bekannten wird dir angeboten, dass man dich nach Hause fahren könnte. Es wäre ein Umweg für sie*ihn, weshalb du das Angebot ablehnst.	{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}	neutral
Muschürdur	Als du von deiner Couch aufstehen möchtest, bemerkst du, dass deine Beine schwer sind. Du fragst dich, woher der Muskelkater kommt, weil du lange keinen Sport gemacht hast.	{'neg': 0.072, 'neu': 0.891, 'pos': 0.037, 'compound': -0.296}	neutral
Ismiprämpf	Du triffst dich mit einer*m Kommilitonen*in zum Lernen. Er*sie war noch nie bei dir. Deshalb stehst du am Fenster und wartest, damit du ihm*ihr den Eingang im Hinterhof zeigen kannst.	{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}	neutral
Glühm	Du hast gerade den Boden im Flur gewischt, als es klingelt. Du erwartest keinen Besuch und willst nicht über den nassen Boden gehen. Du bleibst sitzen, weil es vermutlich nicht so wichtig ist.	{'neg': 0.079, 'neu': 0.921, 'pos': 0.0, 'compound': -0.2057}	neutral
Rugliebast	Du rufst bei der Hotline deines Internetanbieters an, weil du eine Frage zu deinem Vertrag hast. Du suchst die Unterlagen und deine Kundennummer heraus, um alles parat zu haben.	{'neg': 0.0, 'neu': 0.863, 'pos': 0.137, 'compound': 0.4215}	neutral
Wumeizauch	Du erzählst deiner Mutter am Telefon auf der Bahnfahrt, dass du gerne einen Yogakurs machen möchtest. Als du auflegst, empfiehlt dir die Person neben dir ein Studio in der Stadt.	{'neg': 0.0, 'neu': 0.872, 'pos': 0.128, 'compound': 0.5267}	neutral
Häugnung	Du bist zum Flughafen gefahren, um deine Schwester abzuholen. Im Ankunftsbereich beobachtest du, dass jemand mit einem Kofferwagen gewartet hat. Du holst auch einen für deine Schwester.	{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}	neutral
Wupforau	Du lernst die Begleitung eines*r Freundes*in kennen. Die beiden scheinen sich sehr gut zu verstehen. Du glaubst, dass du die beiden in Zukunft noch häufiger zusammen sehen wirst. 	{'neg': 0.0, 'neu': 0.823, 'pos': 0.177, 'compound': 0.6801}	emotional
Bismirbiel	Dein Drucker meldet, dass die schwarzen Druckerpatronen fast leer sind. Du bestellst direkt drei neue. Damit kannst du dir sicher sein, dass du in Zukunft immer ausreichend Patronen da hast.	{'neg': 0.042, 'neu': 0.84, 'pos': 0.118, 'compound': 0.4005}	neutral
Enkmitas	Du möchtest im Supermarkt eine*n Verkäufer*in nach einer bestimmten Backzutat fragen. Du kommst für einen Moment nicht auf den Namen des Produkts, obwohl du ihn eigentlich kennst.	{'neg': 0.0, 'neu': 0.956, 'pos': 0.044, 'compound': 0.0772}	neutral
Mege	Dein kleiner Bruder macht seine Hausaufgaben. Du sollst sie kontrollieren. Du siehst, dass er alle Aufgaben für die Fächer morgen in der Schule erledigt hat. 	{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}	neutral
Weforshank	Du bist in einem Restaurant. Am Nebentisch füttert eine Person ein Kleinkind auf einem Hochstuhl und streicht ihm immer wieder über den Kopf. 	{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}	neutral
